X,Y,CONFIDENCE
e,fidelity.com,0.010830324909747294
american express,web md,0.03680981595092025
https,omhttp,0.011406844106463879
realtor.com,social security,0.014285714285714287
msn.com,qvc,0.0062761506276150635
e,mycl.cravelyrics.com,0.007220216606498195
ask,games,0.008
ask,macys,0.008
msn.com,nascar.com,0.0062761506276150635
nextel,orbitz.com,0.013245033112582781
https,orbitz,0.0076045627376425855
ask,craigslist,0.008
ticketmaster,www.ebay.com,0.009615384615384616
expedia.com,food network,0.010309278350515465
ask,verizon wireless,0.012000000000000002
webmd,yahoo maps,0.00815217391304348
ticketmaster,www.yahoo.com,0.02564102564102564
ask,homedepot,0.012000000000000002
askjeeves.com,disney.com,0.013605442176870748
msn.com,www.fafsa.gov,0.0062761506276150635
e,hotmail.com,0.01444043321299639
e,southwest airlines,0.01444043321299639
ask,lyrics,0.012000000000000002
slingo,white pages,0.017341040462427747
expedia.com,www,0.006872852233676977
verizon wireless,www.myspace.com,0.010471204188481676
realtor.com,wachovia,0.019047619047619046
e,im help,0.010830324909747294
e,white pages,0.01444043321299639
msn.com,p,0.0062761506276150635
myspace com,www.google.com,0.05063291139240506
american express,cars,0.012269938650306747
e,monster.com,0.010830324909747294
https,www.myspace.com,0.015209125475285171
askjeeves.com,disneychannel.com,0.020408163265306124
realtor.com,web md,0.014285714285714287
msn.com,tattoo,0.0062761506276150635
american express,bed bath and beyond,0.018404907975460124
american express,remax,0.024539877300613494
ask,y,0.008
webmd,www.mapquest.com,0.00815217391304348
american express,social security,0.012269938650306747
askjeeves.com,e.com,0.013605442176870748
askjeeves.com,y,0.013605442176870748
msn.com,office depot,0.0041841004184100415
expedia.com,jobs,0.006872852233676977
myspace com,orbitz.com,0.0189873417721519
askjeeves.com,overstock.com,0.013605442176870748
expedia.com,www google.com,0.006872852233676977
askjeeves.com,c,0.013605442176870748
e,www.myspace,0.007220216606498195
verizon wireless,www.fafsa.gov,0.010471204188481676
msn.com,w,0.0041841004184100415
askjeeves.com,www.myspace,0.013605442176870748
delta airlines,g,0.013824884792626729
e-bay,goggle,0.014218009478672987
e-bay,jcpenny,0.009478672985781991
delta airlines,google earth,0.018433179723502304
go,google.co,0.029239766081871347
used cars,webmd,0.0189873417721519
cnn,internet,0.06875
go,im help,0.011695906432748537
go,travelocity,0.029239766081871347
delta airlines,travelocity.com,0.027649769585253458
fidelity.com,kelly blue book,0.010869565217391304
fidelity.com,limewire,0.010869565217391304
delta airlines,used cars,0.009216589861751152
cnn,qvc,0.012499999999999999
fidelity.com,ttp,0.01630434782608696
delta airlines,www.mapquest.com,0.009216589861751152
cnn,im help,0.01875
e-bay,nextel,0.009478672985781991
delta airlines,password,0.009216589861751152
delta airlines,sears.com,0.018433179723502304
go,www.google.com,0.01754385964912281
go,mhttp,0.01754385964912281
fidelity.com,northwest airlines,0.01630434782608696
florida lottery,member rewards,0.021126760563380285
mime,myspace.com,0.026666666666666665
www myspace com,www.google.com,0.012578616352201257
delta airlines,http;,0.009216589861751152
fidelity.com,horoscope,0.01630434782608696
florida lottery,yahoo maps,0.014084507042253521
e-bay,www.google,0.018957345971563982
cnn,s,0.012499999999999999
e-bay,nascar.com,0.009478672985781991
mime,sex,0.02
names,sprint,0.014084507042253521
florida lottery,hotels,0.014084507042253521
go,southwest airlines,0.01754385964912281
cnn,irs,0.024999999999999998
fidelity.com,usps,0.01630434782608696
e-bay,p,0.009478672985781991
go,usps,0.011695906432748537
mysapce.com,walmart.com,0.012987012987012986
fidelity.com,y,0.010869565217391304
delta airlines,qvc,0.009216589861751152
www myspace com,wwww.myspace.com,0.012578616352201257
mime,www.yahoo.com,0.013333333333333332
go,ticketmaster,0.011695906432748537
american airlines,mapquest,0.20551378446115287
american airlines,netflix,0.015037593984962407
netflix,united airlines,0.034482758620689655
dell,sprint,0.039525691699604744
american airlines,goggle,0.020050125313283207
american airlines,travelocity,0.11528822055137844
www myspace.com,yahoo.com,0.12777777777777777
.comhttp,hotmail.com,0.03581267217630854
.comhttp,h,0.008264462809917356
.comhttp,home depot,0.005509641873278237
.comhttp,mhttp,0.03856749311294766
h,hotmail.com,0.0390625
h,verizon.com,0.015625
maps,www.mapquest,0.009041591320072333
pogo,www.google.com,0.02834008097165992
free games,internet,0.07432432432432433
sprint,ticketmaster,0.04694835680751174
h,m,0.06640625000000001
hotmail.com,www.google.com,0.05212355212355212
hotmail.com,yahoo.com,0.16023166023166022
pogo,www.yahoo.com,0.020242914979757085
disney,games,0.026595744680851068
bank of america,www.walmart.com,0.004484304932735426
bank of america,ups,0.03811659192825113
bank of america,delta airlines,0.03587443946188341
american airlines,http,0.047619047619047616
holiday inn,target,0.06666666666666668
holiday inn,web md,0.012121212121212121
holiday inn,yahoo,0.08484848484848485
holiday inn,kohls,0.030303030303030307
holiday inn,sams club,0.018181818181818184
holiday inn,sears,0.04242424242424243
holiday inn,pogo,0.024242424242424242
american airlines,delta airlines,0.09273182957393483
american airlines,white pages,0.04260651629072682
american airlines,wachovia,0.015037593984962407
american airlines,walmart,0.03508771929824561
american airlines,verizon,0.027568922305764413
bed bath and beyond,mailbox,0.01923076923076923
bed bath and beyond,google.com,0.06538461538461539
bed bath and beyond,webmd,0.03461538461538461
delta,mapquest,0.2360248447204969
pogo,web md,0.008097165991902834
dell,map,0.019762845849802372
aol,ebay,0.12413793103448277
dell,http,0.05928853754940711
dell,www.walmart.com,0.007905138339920948
dell,google,0.2885375494071147
aol,walmart,0.06896551724137931
http;,orbitz,0.026785714285714288
a,cingular.com,0.014492753623188408
a,c,0.028985507246376815
disney,realtor.com,0.02127659574468085
disney,espn.com,0.03191489361702128
delta,white pages,0.07453416149068323
dell,wachovia,0.015810276679841896
dell,southwest airlines,0.04347826086956522
dell,united airlines,0.015810276679841896
delta,yellow pages,0.04968944099378882
delta,wachovia,0.018633540372670808
maps,sprint,0.0162748643761302
delta,map quest,0.11801242236024845
driving directions,www.yahoo,0.012295081967213116
www.mysapce.com,yahoo.com,0.11333333333333334
c,sears,0.03809523809523809
c,dictionary,0.06666666666666667
c,walmart,0.04761904761904762
c,e.com,0.009523809523809523
white pages,www,0.005376344086021505
h,www.hotmail.com,0.01171875
h,travelocity,0.01953125
h,limewire,0.01171875
h,social security,0.01171875
sprint,white pages,0.051643192488262914
sprint,yahoo.com,0.11737089201877934
goo,lyrics,0.007407407407407408
bank of america,www.ebay.com,0.011210762331838566
bank of america,hotels.com,0.006726457399103139
bank of america,expedia.com,0.024663677130044845
bank of america,zip codes,0.024663677130044845
bank of america,monster.com,0.029147982062780266
bank of america,com,0.017937219730941704
bank of america,e.com,0.004484304932735426
bank of america,walmart.com,0.020179372197309416
bank of america,target,0.044843049327354265
bank of america,jcpenney,0.008968609865470852
sprint,usps,0.028169014084507043
goo,yahoo mail,0.007407407407407408
goo,myspace,0.05925925925925926
bank of america,games,0.006726457399103139
bed bath and beyond,qvc,0.01923076923076923
bed bath and beyond,whitney houston,0.011538461538461539
hotmail.com,www.mysapce.com,0.0038610038610038607
american airlines,internet,0.04260651629072682
hotmail.com,www.ebay,0.005791505791505791
hotmail.com,internet,0.05405405405405404
hotmail.com,www.ebay.com,0.009652509652509652
bed bath and beyond,used cars,0.015384615384615384
hotmail.com,www.mapquest.com,0.01351351351351351
american airlines,ask jeeves,0.047619047619047616
holiday inn,www.,0.03636363636363637
holiday inn,weather.com,0.012121212121212121
holiday inn,lowes,0.060606060606060615
bed bath and beyond,recipes,0.03846153846153846
bed bath and beyond,irs,0.03846153846153846
american airlines,amtrak,0.022556390977443608
american airlines,www.ebay,0.0075187969924812035
bed bath and beyond,yahoo.com,0.04230769230769231
bed bath and beyond,united airlines,0.04230769230769231
song lyrics,yahoo,0.10344827586206896
aol,southwest airlines,0.020689655172413796
maps,ups,0.012658227848101266
aol,white pages,0.020689655172413796
maps,zip codes,0.019891500904159132
delta,sears,0.07453416149068323
powerball,target.com,0.024390243902439025
delta,powerball,0.018633540372670808
maps,target,0.0325497287522604
powerball,recipes,0.03658536585365854
buddy list,home depot,0.0392156862745098
dell,ebay.com,0.02766798418972332
maps,staples,0.007233273056057866
maps,pogo.com,0.009041591320072333
dell,espn,0.03557312252964427
www.ask.com,www.walmart.com,0.04605263157894737
free games,limewire,0.033783783783783786
free games,yahoo,0.12162162162162163
c,yahoo.com,0.06666666666666667
c,nick.com,0.014285714285714287
c,powerball,0.014285714285714287
c,pogo,0.014285714285714287
c,cheap tickets,0.014285714285714287
c,myspace,0.04761904761904762
.comhttp,jobs,0.011019283746556474
.comhttp,www.yahoo.com,0.05509641873278238
white pages,www.yahoo.com,0.014336917562724013
.comhttp,www.myspace,0.02754820936639119
.comhttp,ebay.com,0.03856749311294766
.comhttp,g,0.02754820936639119
.comhttp,buddy list,0.008264462809917356
.comhttp,nascar,0.005509641873278237
.comhttp,com,0.04683195592286502
.comhttp,newsgroups,0.01652892561983471
.comhttp,wikipedia,0.005509641873278237
goo,google,0.2074074074074074
goo,www.mapquest,0.011111111111111112
bank of america,driving directions,0.01569506726457399
sprint,used cars,0.009389671361502348
goo,yellow pages,0.007407407407407408
h,mapquest,0.08984375
bank of america,webmd,0.013452914798206279
h,mapquest.com,0.03125
goo,www.google,0.022222222222222223
bank of america,names,0.01569506726457399
h,y,0.0234375
h,walmart,0.02734375
goo,w,0.011111111111111112
bank of america,continental airlines,0.024663677130044845
goo,lowes,0.014814814814814815
american airlines,espn.com,0.012531328320802006
hotmail.com,msn.com,0.08494208494208494
netflix,target,0.05911330049261084
american airlines,yahoo maps,0.012531328320802006
holiday inn,usps,0.018181818181818184
.,google.co,0.012422360248447206
netflix,orbitz,0.034482758620689655
netflix,sears,0.019704433497536946
bed bath and beyond,http,0.05384615384615384
.,https,0.012422360248447206
hotmail.com,www.hotmail.com,0.09073359073359072
hotmail.com,www.,0.011583011583011582
hotmail.com,www.my,0.005791505791505791
bed bath and beyond,white pages,0.015384615384615384
hotmail.com,travelocity.com,0.01351351351351351
bed bath and beyond,ups,0.030769230769230767
hotmail.com,whitney houston,0.005791505791505791
hotmail.com,united airlines,0.01351351351351351
holiday inn,slingo,0.012121212121212121
hotmail.com,weather.com,0.017374517374517374
.,s,0.018633540372670808
hotmail.com,music,0.005791505791505791
.,www.hotmail.com,0.02484472049689441
.,ww.myspace.com,0.043478260869565216
holiday inn,irs,0.048484848484848485
holiday inn,movies,0.018181818181818184
american airlines,flowers,0.012531328320802006
american airlines,cingular,0.025062656641604012
bed bath and beyond,toyota,0.02692307692307692
pussy,target.com,0.0196078431372549
american airlines,www.ask.com,0.0075187969924812035
hotmail.com,www.ask.com,0.005791505791505791
mysp,nick.com,0.010471204188481676
hotmail.com,p,0.011583011583011582
american airlines,itunes,0.015037593984962407
netflix,qvc.com,0.009852216748768473
hotmail.com,sex,0.007722007722007721
hotmail.com,overstock.com,0.011583011583011582
bed bath and beyond,horoscopes,0.011538461538461539
www.mysapce.com,yellow pages,0.013333333333333332
dell,macys,0.019762845849802372
dell,netflix,0.019762845849802372
a,free music downloads,0.014492753623188408
http;,mapquest,0.12053571428571429
http;,yahoo mail,0.008928571428571428
ups,usps,0.13306451612903225
driving directions,expedia.com,0.01639344262295082
dell,expedia.com,0.023715415019762848
driving directions,used cars,0.00819672131147541
driving directions,ups,0.028688524590163935
dell,my space.com,0.023715415019762848
dell,g,0.015810276679841896
dell,screen name,0.011857707509881424
dell,myspace,0.04347826086956522
a,goggle,0.028985507246376815
a,dell,0.028985507246376815
dell,espn.com,0.007905138339920948
dell,webunlock,0.007905138339920948
aol,webunlock,0.020689655172413796
aol,msn.com,0.027586206896551724
a,webunlock,0.014492753623188408
a,msn.com,0.00966183574879227
a,newsgroups,0.00966183574879227
maps,target.com,0.009041591320072333
powerball,sears,0.04878048780487805
delta,mapquest.com,0.02484472049689441
buddy list,com,0.0261437908496732
buddy list,names,0.0196078431372549
pogo,toys r us,0.012145748987854253
driving directions,maps,0.049180327868852465
a,ticketmaster,0.014492753623188408
a,pogo.com,0.014492753623188408
http;,internet,0.04910714285714286
song lyrics,ttp,0.013793103448275862
disney,ikea,0.02127659574468085
disney,myspace.com,0.09574468085106384
disney,www.myspace.com,0.03191489361702128
a,jokes,0.00966183574879227
driving directions,yellow pages,0.028688524590163935
delta,www.yahoo.com,0.012422360248447206
dell,target.com,0.023715415019762848
song lyrics,sprint,0.020689655172413796
maps,music,0.007233273056057866
http;,im help,0.026785714285714288
www.msn.com,www.walmart.com,0.018181818181818184
http;,w,0.013392857142857144
aol,orbitz,0.013793103448275862
disney,expedia,0.01595744680851064
pogo,remax,0.008097165991902834
disney,internet,0.03723404255319149
http;,y,0.022321428571428572
dell,sears.com,0.007905138339920948
disney,www.google.com,0.03723404255319149
dell,remax,0.011857707509881424
a,w,0.024154589371980676
aol,match.com,0.013793103448275862
http;,white pages,0.013392857142857144
driving directions,http;,0.00819672131147541
maps,toys r us,0.003616636528028933
aol,bed bath and beyond,0.013793103448275862
aol,macys,0.020689655172413796
dell,jetblue,0.015810276679841896
a,google.com,0.06280193236714976
buddy list,mycl.cravelyrics.com,0.0261437908496732
delta,remax,0.018633540372670808
delta,kmart,0.012422360248447206
buddy list,walmart.com,0.032679738562091505
ups,web md,0.028225806451612902
maps,wikipedia,0.007233273056057866
http;,m,0.013392857142857144
a,ebay.com,0.043478260869565216
aol,hotmail.com,0.013793103448275862
dell,directions,0.007905138339920948
a,expedia,0.01932367149758454
a,sams club,0.00966183574879227
free games,maps,0.0472972972972973
www.ask.com,www.google,0.03947368421052632
www.ask.com,www.mapquest.com,0.052631578947368425
www.ask.com,www.bankofamerica.com,0.01973684210526316
www.ask.com,yellow pages,0.013157894736842106
c,www myspace com,0.009523809523809523
c,cartoon network,0.028571428571428574
c,deal or no deal,0.02380952380952381
c,itunes,0.009523809523809523
c,im help,0.009523809523809523
c,weather,0.04285714285714286
c,slingo,0.009523809523809523
c,google earth,0.009523809523809523
.comhttp,tattoos,0.008264462809917356
white pages,www.msn.com,0.007168458781362006
.comhttp,craigs list,0.008264462809917356
.comhttp,bankofamerica,0.005509641873278237
.comhttp,www.msn.com,0.005509641873278237
.comhttp,movies,0.008264462809917356
.comhttp,dmv,0.013774104683195594
.comhttp,cars,0.008264462809917356
goo,www.ebay,0.011111111111111112
h,macys,0.01171875
h,target.com,0.0078125
bank of america,southwest.com,0.006726457399103139
sprint,verizon.com,0.02347417840375587
bank of america,horoscopes,0.006726457399103139
goo,mysapce.com,0.01851851851851852
goo,www.mysapce.com,0.007407407407407408
h,my,0.015625
bank of america,mail.myspace.com,0.004484304932735426
goo,nick.com,0.011111111111111112
goo,myspace.co,0.011111111111111112
bank of america,ebay.com,0.033632286995515695
bank of america,used cars,0.004484304932735426
goo,irs,0.007407407407407408
sprint,weather.com,0.018779342723004695
h,zillow.com,0.0078125
h,myspace.co,0.0078125
h,sears,0.0234375
h,screen names,0.015625
sprint,www.mapquest,0.014084507042253521
h,videos,0.0078125
bank of america,cartoon network,0.004484304932735426
h,omhttp,0.0078125
bed bath and beyond,free games,0.011538461538461539
hotmail.com,irs,0.011583011583011582
bed bath and beyond,realtor.com,0.02692307692307692
netflix,song lyrics,0.01477832512315271
mysp,s,0.020942408376963352
.,target,0.031055900621118016
pussy,www.irs.gov,0.0130718954248366
american airlines,google earth,0.012531328320802006
netflix,www.mapquest,0.01477832512315271
hotmail.com,www google.com,0.007722007722007721
.,monster.com,0.012422360248447206
hotmail.com,verizon,0.009652509652509652
mysp,www.google,0.026178010471204192
bed bath and beyond,dmv,0.015384615384615384
holiday inn,msn.com,0.018181818181818184
american airlines,disney.com,0.005012531328320802
bed bath and beyond,free credit report,0.015384615384615384
.,e.com,0.012422360248447206
hotmail.com,pussy,0.005791505791505791
pussy,weather,0.0130718954248366
netflix,zillow.com,0.009852216748768473
netflix,recent,0.009852216748768473
.,games,0.012422360248447206
.,disney.com,0.018633540372670808
.,webmd,0.012422360248447206
.,bestbuy,0.012422360248447206
bed bath and beyond,jet blue,0.01923076923076923
netflix,sams club,0.01477832512315271
american airlines,hotels,0.012531328320802006
american airlines,capital one,0.010025062656641603
holiday inn,verizon,0.018181818181818184
.,white pages,0.012422360248447206
american airlines,bestbuy,0.0075187969924812035
american airlines,ask jeeves.com,0.005012531328320802
hotmail.com,newsgroups,0.005791505791505791
mysp,om,0.010471204188481676
american airlines,powerball,0.0075187969924812035
mysp,pogo.com,0.010471204188481676
pussy,united airlines,0.0130718954248366
.,free credit report,0.012422360248447206
holiday inn,jet blue,0.012121212121212121
hotmail.com,wwww.google.com,0.0038610038610038607
american airlines,toyota,0.005012531328320802
netflix,tattoos,0.009852216748768473
.,remax,0.012422360248447206
http;,sears,0.008928571428571428
http;,kmart,0.008928571428571428
ups,www.bankofamerica.com,0.008064516129032258
disney,home depot,0.02127659574468085
dell,www.google.com,0.015810276679841896
disney,member rewards,0.010638297872340425
song lyrics,www.walmart.com,0.020689655172413796
buddy list,www myspace.com,0.0130718954248366
dell,profileedit.myspace.com,0.011857707509881424
delta,disney,0.012422360248447206
dell,mycl.cravelyrics.com,0.011857707509881424
disney,ebay.com,0.05851063829787235
aol,music,0.020689655172413796
driving directions,jet blue,0.012295081967213116
delta,yahoo.com,0.02484472049689441
buddy list,myspace,0.058823529411764705
delta,realtor.com,0.012422360248447206
buddy list,limewire,0.0130718954248366
http;,music,0.017857142857142856
dell,www.ebay.com,0.007905138339920948
dell,travelocity.com,0.007905138339920948
buddy list,southwest airlines,0.032679738562091505
dell,google earth,0.011857707509881424
maps,newsgroups,0.007233273056057866
http;,used cars,0.008928571428571428
a,comcast,0.00966183574879227
disney,tattoo,0.010638297872340425
dell,password,0.007905138339920948
a,www.google,0.01932367149758454
disney,jcpenney,0.02127659574468085
a,www.myspace.com,0.01932367149758454
aol,ikea,0.013793103448275862
disney,free games,0.010638297872340425
song lyrics,whitney houston,0.013793103448275862
maps,www.fafsa.gov,0.003616636528028933
www myspace.com,www.ebay,0.016666666666666666
driving directions,overstock.com,0.00819672131147541
driving directions,northwest airlines,0.012295081967213116
driving directions,my,0.012295081967213116
delta,food network,0.018633540372670808
dell,recent,0.007905138339920948
ups,videos,0.008064516129032258
powerball,www.google.com,0.01829268292682927
a,area codes,0.014492753623188408
aol,b,0.013793103448275862
aol,powerball,0.013793103448275862
pogo,sex,0.008097165991902834
delta,https,0.012422360248447206
buddy list,videos,0.0130718954248366
a,disney channel,0.00966183574879227
dell,videos,0.011857707509881424
disney,recent,0.01595744680851064
buddy list,www.ebay,0.0130718954248366
dell,mailbox,0.007905138339920948
maps,whitney houston,0.0054249547920434005
driving directions,my space.com,0.00819672131147541
http;,recipes,0.017857142857142856
delta,pogo,0.012422360248447206
powerball,walmart.com,0.024390243902439025
www myspace.com,www.my,0.022222222222222223
a,amazon,0.01932367149758454
a,bestbuy,0.01932367149758454
aol,yellow pages,0.027586206896551724
a,www.disney channel.com,0.00966183574879227
disney,qvc.com,0.010638297872340425
pogo,www.,0.008097165991902834
free games,people search,0.013513513513513514
free games,webmd,0.013513513513513514
free games,southwest,0.013513513513513514
free games,goggle,0.02027027027027027
www.ask.com,y,0.013157894736842106
free games,monster.com,0.013513513513513514
free games,www,0.013513513513513514
irs,map quest,0.0982367758186398
irs,maps,0.027707808564231738
goggle,www.google.com,0.04925053533190578
goggle,google.com,0.14346895074946467
limewire,www myspace.com,0.012012012012012012
myspace.com,yahoo.com,0.15744489428699954
myspace,yahoo mail,0.022762951334379906
myspace,myspace.com,0.31240188383045525
goggle,my space.com,0.027837259100642397
myspace.com,orbitz,0.008547008547008546
myspace.com,travelocity,0.012145748987854251
amazon.com,mapquest,0.17590361445783134
amazon.com,hotmail.com,0.016867469879518072
myspace.com,pogo,0.005847953216374269
irs,netflix,0.020151133501259445
ask jeeves.com,lowes,0.04093567251461988
craigs list,google.com,0.08333333333333333
craigs list,yahoo.com,0.09444444444444446
craigs list,myspace.com,0.07222222222222222
nascar.com,sex,0.021276595744680854
kohls,qvc,0.06097560975609757
kmart,yahoo,0.116751269035533
kelly blue book,yellow pages,0.03814713896457766
goggle,member rewards,0.006423982869379016
goggle,nascar.com,0.004282655246252677
goggle,target.com,0.017130620985010708
ikea,kmart,0.0923076923076923
irs,www.mapquest.com,0.007556675062972292
ask jeeves.com,orbitz,0.023391812865497075
bankofamerica.com,y,0.015544041450777204
bankofamerica.com,com,0.02590673575129534
nascar.com,walmart.com,0.028368794326241134
nick.com,target,0.024875621890547265
www.yahoo,yahoo,0.34782608695652173
www.yahoo.com,yahoo.com,0.26307808946171346
profileedit.myspace.com,www.mysapce.com,0.022421524663677132
kmart,kohls,0.12690355329949238
kmart,yahoo.com,0.06598984771573604
kelly blue book,overstock.com,0.010899182561307902
kelly blue book,lowes,0.059945504087193464
kelly blue book,united airlines,0.027247956403269755
goggle,jcpenny,0.006423982869379016
myspace.com,ww.myspace.com,0.030589293747188488
myspace,zip codes,0.008634222919937205
myspace.com,white pages,0.011695906432748537
myspace.com,omhttp,0.013495276653171389
hotels.com,target,0.030150753768844223
map,weather,0.06493506493506493
map,old navy,0.012987012987012986
sears,yahoo,0.1212121212121212
sams club,walmart,0.23493975903614459
sams club,sears,0.1506024096385542
sams club,verizon wireless,0.06626506024096386
overstock.com,wachovia,0.011627906976744184
ikea,msn,0.030769230769230767
sams club,wachovia,0.018072289156626505
sams club,united airlines,0.03614457831325301
jcpenny,mailbox,0.014814814814814815
craigs list,movies,0.011111111111111112
kohls,old navy,0.13414634146341464
kohls,ups,0.04268292682926829
kohls,mysp,0.012195121951219513
nascar.com,yahoo mail,0.021276595744680854
people search,white pages,0.09473684210526316
people search,yahoo.com,0.07894736842105263
limewire,social security,0.012012012012012012
myspace,profileedit.myspace.com,0.018838304552590265
amazon.com,southwest,0.0072289156626506035
myspace.com,www.ask.com,0.00449842555105713
tattoo,yahoo,0.12154696132596686
myspace,old navy,0.01020408163265306
myspace.com,www.yahoo,0.004948268106162843
myspace.com,www.ebay.com,0.007197480881691407
myspace.com,zillow.com,0.003148897885739991
tattoo,walmart,0.0718232044198895
myspace,weather,0.0368916797488226
myspace.com,videos,0.005847953216374269
amazon.com,myspace,0.021686746987951807
tattoo,yellow pages,0.022099447513812154
cars,recipes,0.015151515151515152
cars,used cars,0.06060606060606061
amazon.com,walmart,0.05301204819277109
amazon.com,my space.com,0.021686746987951807
goggle,y,0.019271948608137045
goggle,porn,0.012847965738758032
cheap tickets,qvc,0.018181818181818184
cheap tickets,dictionary,0.05454545454545455
craigs list,remax,0.022222222222222223
irs,tattoos,0.012594458438287152
sears,www.yahoo.com,0.0202020202020202
billing,wikipedia,0.00847457627118644
sams club,toys r us,0.05421686746987951
omhttp,www.myspace.com,0.0748663101604278
map,map quest,0.08658008658008658
craigs list,weather,0.06666666666666667
craigs list,usps,0.011111111111111112
sears,zip codes,0.024242424242424242
jcpenny,sears,0.2
sears,target.com,0.02828282828282828
map,walmart.com,0.025974025974025972
map,sears.com,0.017316017316017316
map,videos,0.008658008658008658
flowers,verizon,0.05421686746987951
flowers,usps,0.04216867469879518
flowers,mapquest,0.20481927710843376
flowers,sears,0.060240963855421686
flowers,white pages,0.07831325301204818
flowers,google,0.24096385542168675
cheap tickets,jet blue,0.060606060606060615
billing,dictionary,0.012711864406779662
cheap tickets,dell.com,0.012121212121212121
omhttp,whitney houston,0.0106951871657754
flowers,food network,0.024096385542168672
billing,games,0.00847457627118644
billing,monster.com,0.00847457627118644
flowers,m,0.030120481927710843
cheap tickets,www,0.018181818181818184
cheap tickets,toyota,0.018181818181818184
jcpenny,walmart,0.26666666666666666
craigs list,dell.com,0.016666666666666666
ask jeeves.com,my,0.04093567251461988
jcpenny,verizon,0.03703703703703704
sears,www.google.com,0.01616161616161616
ikea,recipes,0.015384615384615384
irs,recipes,0.022670025188916875
mys,www.,0.01948051948051948
mys,porn,0.03246753246753247
ikea,www.walmart.com,0.015384615384615384
bankofamerica.com,hotels.com,0.02072538860103627
kohls,social security,0.01829268292682927
kohls,mapquest.com,0.01829268292682927
bankofamerica.com,sams club,0.010362694300518135
jokes,target,0.048611111111111105
jokes,yahoo,0.18055555555555555
jokes,www.,0.04166666666666667
wwww.myspace.com,yahoo,0.06557377049180328
bankofamerica.com,mail.myspace.com,0.010362694300518135
www.yahoo.com,yellow pages,0.013646702047005308
profileedit.myspace.com,target.com,0.013452914798206279
profileedit.myspace.com,yahoo mail,0.008968609865470852
limewire,yahoo mail,0.02102102102102102
priceline.com,yahoo.com,0.0763888888888889
kmart,target.com,0.04568527918781726
limewire,www.google,0.006006006006006006
limewire,www.google.com,0.03003003003003003
kelly blue book,www.google,0.005449591280653951
kelly blue book,www.yahoo.com,0.029972752043596732
priceline.com,www.google.com,0.05555555555555555
kelly blue book,sears.com,0.013623978201634877
priceline.com,ww.myspace.com,0.013888888888888888
kelly blue book,my space.com,0.021798365122615803
kmart,msn,0.02030456852791878
kelly blue book,msn.com,0.010899182561307902
limewire,verizon,0.018018018018018018
amazon.com,hotmail,0.016867469879518072
www.disney channel.com,www.ebay.com,0.04285714285714286
amazon.com,https,0.016867469879518072
amazon.com,www.yahoo.com,0.03132530120481928
amazon.com,walmart.com,0.03614457831325301
amazon.com,ask.com,0.05060240963855422
amazon.com,www.myspace.com,0.00963855421686747
amazon.com,g,0.012048192771084338
amazon.com,recipes,0.012048192771084338
comhttp,internet,0.02293577981651376
myspace,webmd,0.009419152276295133
myspace.com,pussy,0.007197480881691407
myspace,toyota,0.010989010989010988
amazon.com,msn.com,0.043373493975903614
myspace,sex,0.01648351648351648
tattoo,walmart.com,0.022099447513812154
cars,directions,0.015151515151515152
goggle,irs,0.017130620985010708
cars,lowes,0.030303030303030304
www.disney channel.com,wwww.google.com,0.02142857142857143
amazon.com,sears,0.03614457831325301
myspace,www.ebay.com,0.010989010989010988
cars,my space,0.03787878787878788
goggle,whitney houston,0.010706638115631693
goggle,hotmail.com,0.036402569593147756
cars,my space.com,0.030303030303030304
amazon.com,food network,0.014457831325301207
cars,hotels.com,0.030303030303030304
goggle,www.myspace,0.014989293361884369
cars,internet,0.05303030303030303
amazon.com,hotels.com,0.01927710843373494
myspace.com,ww,0.004048582995951417
myspace.com,www.fafsa.gov,0.0017993702204228519
cars,disney.com,0.02272727272727273
cars,hotmail,0.015151515151515152
amazon.com,flowers,0.0072289156626506035
amazon.com,florida lottery,0.0072289156626506035
amazon.com,itunes,0.0072289156626506035
cars,overstock.com,0.015151515151515152
goggle,omhttp,0.004282655246252677
goggle,verizon wireless,0.004282655246252677
amazon.com,webmd,0.033734939759036145
amazon.com,kohls,0.012048192771084338
myspace,staples,0.004709576138147566
comhttp,united airlines,0.009174311926605503
comhttp,goggle,0.013761467889908258
goggle,im help,0.012847965738758032
cars,dictionary,0.04545454545454546
tattoo,travelocity,0.03314917127071824
amazon.com,www.ask.com,0.0072289156626506035
hotels.com,yahoo mail,0.020100502512562814
hotels.com,yahoo maps,0.010050251256281407
hotels.com,priceline.com,0.06532663316582914
billing,weather,0.0423728813559322
irs,nextel,0.015113350125944584
billing,sears,0.01694915254237288
irs,verizon wireless,0.027707808564231738
mys,newsgroups,0.012987012987012986
hotels.com,orbitz,0.06532663316582914
hotels.com,white pages,0.05025125628140704
hotels.com,my space,0.010050251256281407
cheap tickets,southwest airlines,0.09090909090909091
flowers,www.,0.024096385542168672
ikea,social security,0.010256410256410256
map,netflix,0.012987012987012986
cheap tickets,lowes,0.048484848484848485
cheap tickets,jcpenny,0.024242424242424242
irs,www,0.007556675062972292
hotels.com,southwest airlines,0.035175879396984924
hotels.com,yellow pages,0.05527638190954774
ikea,walmart.com,0.02564102564102564
hotels.com,target.com,0.015075376884422112
hotels.com,www.,0.020100502512562814
ask jeeves.com,yellow pages,0.023391812865497075
ask jeeves.com,ww.myspace.com,0.011695906432748537
